id,gender,jobTitle,edu,perfEval,seniority,basePay,bonus
5901,Female,IT,PhD,5,5,271650.75,20373.80625
5902,Female,Warehouse Associate,High School,2,2,137864.052,9650.48364
5903,Female,Manager,PhD,3,1,195901.34,14692.6005
5223,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
5905,Female,Software Engineer,PhD,2,2,180998.88,14479.9104
5906,Female,Manager,PhD,2,4,222860.24,16714.518
5231,Female,Data Scientist,Masters,2,2,177427.51,15081.33835
5908,Female,Graphic Designer,High School,1,1,136731.608,12305.84472
5909,Female,Sales Associate,High School,1,2,144785.08,11582.8064
5910,Female,Graphic Designer,High School,3,2,142829.648,12854.66832
5911,Female,Manager,PhD,3,1,195901.34,14692.6005
5912,Female,Financial Analyst,Masters,5,1,163732.8,13098.624
5913,Female,Marketing Associate,High School,4,2,137739.96,11707.8966
5914,Female,Software Engineer,College,5,3,198970.4,15917.632
5915,Female,Driver,High School,4,2,143384.736,10036.93152
5916,Female,IT,PhD,3,5,225082.05,16881.15375
5917,Female,Financial Analyst,College,2,1,150868.08,12069.4464
5918,Female,IT,College,5,3,190155.525,14261.66438
5919,Female,Financial Analyst,Masters,2,1,153207.12,12256.5696
5253,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
5921,Female,Graphic Designer,High School,2,2,140390.432,12635.13888
5922,Female,Driver,High School,1,2,137681.934,9637.73538
5923,Female,Software Engineer,Masters,4,5,237480.8,18998.464
5924,Female,IT,PhD,3,2,183170.22,13737.7665
5925,Female,Software Engineer,PhD,5,2,211807.2,16944.576
5926,Female,IT,PhD,2,2,173856.48,13039.236
5927,Female,Marketing Associate,High School,2,2,133354.98,11335.1733
5928,Female,Graphic Designer,High School,2,2,140390.432,12635.13888
5929,Female,Manager,PhD,4,4,265994.48,19949.586
5930,Female,Software Engineer,Masters,5,4,237480.8,18998.464
5931,Female,Graphic Designer,High School,4,1,140390.432,12635.13888
5932,Female,Marketing Associate,High School,1,1,130066.245,11055.63083
5933,Female,IT,PhD,2,3,183170.22,13737.7665
5934,Female,Manager,Masters,4,3,228252.02,17118.9015
5935,Female,Graphic Designer,High School,5,1,141610.04,12744.9036
5266,Female,Data Scientist,Masters,3,1,173321.8825,14732.36001
5937,Female,IT,College,2,3,169199.61,12689.97075
5938,Female,IT,PhD,1,3,169199.61,12689.97075
5939,Female,IT,PhD,2,3,183170.22,13737.7665
5940,Female,IT,PhD,4,4,229738.92,17230.419
5941,Female,IT,Masters,5,5,242545.3125,18190.89844
5942,Female,Software Engineer,Masters,1,4,175864.16,14069.1328
5943,Female,Manager,Masters,2,1,187813.67,14086.02525
5944,Female,Marketing Associate,College,4,3,155279.88,13198.7898
5945,Female,Warehouse Associate,College,2,3,145374.156,10176.19092
5946,Female,IT,PhD,2,3,183170.22,13737.7665
5947,Female,Financial Analyst,Masters,4,5,216361.2,17308.896
5948,Female,Financial Analyst,Masters,2,4,174258.48,13940.6784
5311,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
5950,Female,Software Engineer,PhD,4,4,242615.52,19409.2416
5951,Female,IT,Masters,4,3,197140.83,14785.56225
5952,Female,Software Engineer,PhD,2,3,191268.32,15301.4656
5953,Female,IT,Masters,1,3,165706.9575,12428.02181
5954,Female,Manager,PhD,1,2,190509.56,14288.217
5327,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
5956,Female,Graphic Designer,High School,2,2,140390.432,12635.13888
5957,Female,IT,PhD,5,2,201797.7,15134.8275
5958,Female,Driver,High School,3,1,138632.401,9704.26807
5959,Female,Warehouse Associate,College,1,3,139741.578,9781.91046
5336,Female,Data Scientist,Masters,2,1,169216.255,14383.38168
5961,Female,IT,PhD,1,1,159885.87,11991.44025
5962,Female,Software Engineer,Masters,3,2,183566.24,14685.2992
5963,Female,IT,Masters,2,4,183170.22,13737.7665
5964,Female,Warehouse Associate,College,2,3,145374.156,10176.19092
5965,Female,Software Engineer,PhD,1,5,186133.6,14890.688
5966,Female,Manager,PhD,4,2,222860.24,16714.518
5967,Female,IT,Masters,4,2,183170.22,13737.7665
5968,Female,Manager,PhD,4,1,201293.12,15096.984
5969,Female,Sales Associate,High School,2,1,144785.08,11582.8064
5970,Female,Financial Analyst,College,2,3,160224.24,12817.9392
5971,Female,Software Engineer,PhD,3,3,206672.48,16533.7984
5972,Female,Financial Analyst,Masters,1,3,156715.68,12537.2544
5973,Female,Manager,Masters,3,1,191857.505,14389.31288
5974,Female,Marketing Associate,High School,2,2,133354.98,11335.1733
5975,Female,Marketing Associate,College,3,1,135547.47,11521.53495
5357,Female,Data Scientist,Masters,3,3,197955.6475,16826.23004
5977,Female,Software Engineer,PhD,3,5,237480.8,18998.464
5364,Female,Data Scientist,Masters,5,1,181533.1375,15430.31669
5979,Female,Financial Analyst,Masters,3,5,198818.4,15905.472
5980,Female,Software Engineer,Masters,2,3,183566.24,14685.2992
5981,Female,Graphic Designer,High School,2,1,137951.216,12415.60944
5982,Female,IT,PhD,4,4,229738.92,17230.419
5983,Female,Software Engineer,Masters,1,4,175864.16,14069.1328
5372,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
5985,Female,Software Engineer,College,2,2,170729.44,13658.3552
5986,Female,Graphic Designer,High School,4,1,140390.432,12635.13888
5987,Female,Manager,PhD,4,5,287561.6,21567.12
5988,Female,Warehouse Associate,College,2,3,145374.156,10176.19092
5989,Female,IT,Masters,1,1,158721.6525,11904.12394
5990,Female,IT,PhD,1,2,164542.74,12340.7055
5991,Female,Warehouse Associate,High School,3,2,139741.578,9781.91046
5992,Female,Manager,Masters,1,1,183769.835,13782.73763
5398,Female,Data Scientist,Masters,3,3,197955.6475,16826.23004
5994,Female,Driver,High School,3,2,141483.802,9903.86614
5995,Female,IT,PhD,4,5,248366.4,18627.48
5996,Female,Warehouse Associate,College,2,3,145374.156,10176.19092
5405,Female,Data Scientist,Masters,2,1,169216.255,14383.38168
5998,Female,Manager,Masters,3,3,216120.515,16209.03863
5999,Female,Software Engineer,College,3,1,168162.08,13452.9664
6000,Female,IT,College,2,3,169199.61,12689.97075
6001,Female,Manager,PhD,4,4,265994.48,19949.586
6002,Female,Marketing Associate,College,5,3,161857.35,13757.87475
6003,Female,Manager,PhD,5,2,233643.8,17523.285
6004,Female,Driver,High School,3,1,138632.401,9704.26807
6005,Female,IT,Masters,4,4,211111.44,15833.358
5457,Female,Data Scientist,Masters,5,3,222589.4125,18920.10006
6007,Female,Manager,Masters,1,1,183769.835,13782.73763
6008,Female,Warehouse Associate,High School,5,1,138802.815,9716.19705
6009,Female,Manager,PhD,3,1,195901.34,14692.6005
5480,Female,Data Scientist,Masters,1,3,173321.8825,14732.36001
6011,Female,IT,College,5,1,166871.175,12515.33813
5494,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
6013,Female,Software Engineer,Masters,1,4,175864.16,14069.1328
5509,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
6015,Female,Driver,High School,1,2,137681.934,9637.73538
6016,Female,Warehouse Associate,High School,1,1,135047.763,9453.34341
5521,Female,Data Scientist,Masters,1,3,173321.8825,14732.36001
6018,Female,Warehouse Associate,High School,2,1,135986.526,9519.05682
6019,Female,IT,College,5,1,166871.175,12515.33813
6020,Female,Warehouse Associate,High School,4,2,141619.104,9913.33728
5523,Female,Data Scientist,Masters,4,3,210272.53,17873.16505
5528,Female,Data Scientist,Masters,4,3,210272.53,17873.16505
6023,Female,IT,College,5,2,178513.35,13388.50125
6024,Female,Marketing Associate,College,5,3,161857.35,13757.87475
6025,Female,IT,Masters,2,1,162214.305,12166.07288
6026,Female,IT,PhD,5,2,201797.7,15134.8275
6027,Female,Manager,Masters,4,5,260602.7,19545.2025
5635,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
6029,Female,Graphic Designer,College,3,1,142829.648,12854.66832
5666,Female,Data Scientist,Masters,5,3,222589.4125,18920.10006
6031,Female,IT,Masters,4,5,225082.05,16881.15375
6032,Female,IT,Masters,2,5,190155.525,14261.66438
5687,Female,Data Scientist,Masters,5,3,222589.4125,18920.10006
6034,Female,Graphic Designer,High School,5,2,147708.08,13293.7272
6035,Female,Driver,High School,2,2,139582.868,9770.80076
6036,Female,IT,Masters,2,4,183170.22,13737.7665
6037,Female,Warehouse Associate,High School,3,2,139741.578,9781.91046
6038,Female,Warehouse Associate,High School,5,2,143496.63,10044.7641
6039,Female,IT,PhD,5,1,178513.35,13388.50125
5702,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
6041,Female,Sales Associate,High School,3,2,149345.24,11947.6192
5721,Female,Data Scientist,Masters,5,1,181533.1375,15430.31669
6043,Female,Manager,Masters,5,4,260602.7,19545.2025
6044,Female,Warehouse Associate,High School,5,1,138802.815,9716.19705
6045,Female,Sales Associate,College,3,2,156185.48,12494.8384
6046,Female,Sales Associate,High School,1,2,144785.08,11582.8064
6047,Female,Warehouse Associate,High School,4,1,137864.052,9650.48364
6048,Female,Graphic Designer,College,1,3,142829.648,12854.66832
5733,Female,Data Scientist,Masters,1,1,165110.6275,14034.40334
5742,Female,Data Scientist,Masters,5,3,222589.4125,18920.10006
6051,Female,Graphic Designer,High School,4,2,145268.864,13074.19776
5744,Female,Data Scientist,Masters,3,1,173321.8825,14732.36001
6053,Female,Software Engineer,Masters,3,5,218225.6,17458.048
5752,Female,Data Scientist,Masters,4,3,210272.53,17873.16505
6055,Female,Manager,Masters,5,1,199945.175,14995.88813
6056,Female,IT,Masters,1,4,169199.61,12689.97075
6057,Female,Software Engineer,PhD,5,1,186133.6,14890.688
5754,Female,Data Scientist,Masters,3,2,185638.765,15779.29503
6059,Female,Software Engineer,Masters,1,4,175864.16,14069.1328
6060,Female,Warehouse Associate,High School,5,1,138802.815,9716.19705
6061,Female,Financial Analyst,Masters,1,1,149698.56,11975.8848
5784,Female,Data Scientist,Masters,3,1,173321.8825,14732.36001
6063,Female,Software Engineer,Masters,1,2,168162.08,13452.9664
6064,Female,IT,Masters,1,2,162214.305,12166.07288
6065,Female,Manager,College,1,3,187813.67,14086.02525
6066,Female,Warehouse Associate,High School,3,1,136925.289,9584.77023
6067,Female,Manager,Masters,2,4,212076.68,15905.751
6068,Female,Software Engineer,PhD,1,2,170729.44,13658.3552
6069,Female,IT,Masters,3,4,197140.83,14785.56225
5788,Female,Data Scientist,Masters,3,3,197955.6475,16826.23004
6071,Female,Driver,High School,2,2,139582.868,9770.80076
6072,Female,Software Engineer,Masters,4,4,222076.64,17766.1312
6073,Female,Marketing Associate,High School,5,1,134451.225,11428.35413
5814,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
5831,Female,Data Scientist,Masters,1,3,173321.8825,14732.36001
6076,Female,Software Engineer,College,2,3,175864.16,14069.1328
5840,Female,Data Scientist,Masters,3,3,197955.6475,16826.23004
6078,Female,Software Engineer,Masters,2,1,168162.08,13452.9664
5845,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
5904,Female,Data Scientist,Masters,5,3,222589.4125,18920.10006
6081,Female,IT,College,3,2,169199.61,12689.97075
6082,Female,IT,PhD,3,2,183170.22,13737.7665
5936,Female,Data Scientist,Masters,5,3,222589.4125,18920.10006
6084,Female,Sales Associate,College,2,2,151625.32,12130.0256
6085,Female,Warehouse Associate,High School,3,1,136925.289,9584.77023
6086,Female,Warehouse Associate,High School,1,2,135986.526,9519.05682
6087,Female,Manager,Masters,4,4,244427.36,18332.052
6088,Female,Warehouse Associate,High School,2,2,137864.052,9650.48364
6089,Female,IT,Masters,2,4,183170.22,13737.7665
6090,Female,IT,College,2,2,164542.74,12340.7055
6091,Female,Manager,PhD,4,1,201293.12,15096.984
5955,Female,Data Scientist,Masters,3,1,173321.8825,14732.36001
6093,Female,Sales Associate,High School,5,2,153905.4,12312.432
5993,Female,Data Scientist,Masters,3,3,197955.6475,16826.23004
6095,Female,Graphic Designer,College,5,1,147708.08,13293.7272
6096,Female,Manager,PhD,4,3,244427.36,18332.052
6097,Female,Warehouse Associate,High School,3,2,139741.578,9781.91046
6098,Female,IT,PhD,2,3,183170.22,13737.7665
6099,Female,Manager,PhD,2,5,233643.8,17523.285
6100,Female,Software Engineer,Masters,3,5,218225.6,17458.048
6101,Female,Graphic Designer,High School,1,1,136731.608,12305.84472
6102,Female,Software Engineer,College,1,2,165594.72,13247.5776
6103,Female,IT,College,5,1,166871.175,12515.33813
6104,Female,Marketing Associate,High School,1,2,131162.49,11148.81165
6105,Female,Graphic Designer,High School,2,2,140390.432,12635.13888
6106,Female,Software Engineer,PhD,3,1,175864.16,14069.1328
6107,Female,Graphic Designer,High School,5,1,141610.04,12744.9036
6108,Female,Warehouse Associate,High School,1,1,135047.763,9453.34341
6109,Female,Manager,PhD,5,4,287561.6,21567.12
6110,Female,Manager,College,2,3,195901.34,14692.6005
6111,Female,Software Engineer,Masters,2,4,191268.32,15301.4656
6112,Female,Driver,High School,3,2,141483.802,9903.86614
6030,Female,Data Scientist,Masters,4,3,210272.53,17873.16505
6114,Female,Manager,PhD,1,5,206684.9,15501.3675
6115,Female,Software Engineer,College,2,2,170729.44,13658.3552
6116,Female,Software Engineer,Masters,4,4,222076.64,17766.1312
6117,Female,Manager,Masters,5,1,199945.175,14995.88813
6118,Female,Software Engineer,Masters,2,1,168162.08,13452.9664
6119,Female,IT,PhD,2,1,164542.74,12340.7055
6120,Female,Driver,High School,4,2,143384.736,10036.93152
6121,Female,Driver,High School,4,2,143384.736,10036.93152
6122,Female,IT,Masters,3,2,176184.915,13213.86863
6123,Female,Manager,Masters,1,2,187813.67,14086.02525
6124,Female,Software Engineer,PhD,2,3,191268.32,15301.4656
6125,Female,Graphic Designer,High School,3,1,139170.824,12525.37416
6126,Female,Graphic Designer,High School,2,1,137951.216,12415.60944
6127,Female,IT,PhD,3,1,169199.61,12689.97075
6128,Female,Financial Analyst,College,3,3,167241.36,13379.3088
6129,Female,Manager,PhD,1,4,201293.12,15096.984
6130,Female,Financial Analyst,College,3,3,167241.36,13379.3088
6131,Female,Driver,High School,2,1,137681.934,9637.73538
6132,Female,IT,PhD,4,4,229738.92,17230.419
6133,Female,Marketing Associate,High School,4,1,133354.98,11335.1733
6134,Female,Manager,Masters,2,3,203989.01,15299.17575
6135,Female,Manager,PhD,4,2,222860.24,16714.518
6136,Female,Manager,PhD,1,2,190509.56,14288.217
6137,Female,Driver,High School,5,1,140533.335,9837.33345
6077,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
6139,Female,IT,PhD,2,5,201797.7,15134.8275
6140,Female,Warehouse Associate,College,5,3,162271.89,11359.0323
6141,Female,IT,PhD,3,5,225082.05,16881.15375
6142,Female,Marketing Associate,High School,3,2,135547.47,11521.53495
6143,Female,Financial Analyst,College,5,2,169580.4,13566.432
6144,Female,Warehouse Associate,High School,4,2,141619.104,9913.33728
6145,Female,Software Engineer,Masters,1,2,168162.08,13452.9664
6146,Female,Manager,PhD,1,3,195901.34,14692.6005
6079,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
6148,Female,Financial Analyst,Masters,4,5,216361.2,17308.896
6149,Female,Software Engineer,Masters,3,5,218225.6,17458.048
6150,Female,Software Engineer,PhD,5,3,237480.8,18998.464
6151,Female,Warehouse Associate,High School,3,1,136925.289,9584.77023
6152,Female,Software Engineer,College,1,3,168162.08,13452.9664
6153,Female,Sales Associate,College,2,3,156185.48,12494.8384
6154,Female,Manager,Masters,3,3,216120.515,16209.03863
6155,Female,Financial Analyst,College,3,1,153207.12,12256.5696
6156,Female,Software Engineer,Masters,4,1,175864.16,14069.1328
6080,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
6158,Female,Financial Analyst,College,5,2,169580.4,13566.432
6159,Female,IT,Masters,2,1,162214.305,12166.07288
6160,Female,Sales Associate,High School,4,1,147065.16,11765.2128
6161,Female,IT,PhD,5,2,201797.7,15134.8275
6162,Female,Warehouse Associate,College,4,3,156639.312,10964.75184
6163,Female,Software Engineer,Masters,4,3,206672.48,16533.7984
6164,Female,Graphic Designer,College,3,3,157464.944,14171.84496
6165,Female,Sales Associate,High School,5,2,153905.4,12312.432
6166,Female,Software Engineer,PhD,3,3,206672.48,16533.7984
6167,Female,Financial Analyst,Masters,4,3,188292.72,15063.4176
6168,Female,IT,PhD,1,5,178513.35,13388.50125
6169,Female,Driver,High School,1,2,137681.934,9637.73538
6170,Female,IT,Masters,3,5,207618.7875,15571.40906
6171,Female,Sales Associate,College,1,1,144785.08,11582.8064
6172,Female,IT,College,1,3,162214.305,12166.07288
6173,Female,Marketing Associate,High School,4,2,137739.96,11707.8966
6174,Female,Software Engineer,Masters,5,2,198970.4,15917.632
6175,Female,Driver,High School,2,1,137681.934,9637.73538
6176,Female,Financial Analyst,Masters,2,3,167241.36,13379.3088
6177,Female,Graphic Designer,High School,4,2,145268.864,13074.19776
6178,Female,Software Engineer,PhD,4,1,180998.88,14479.9104
6179,Female,Sales Associate,High School,2,1,144785.08,11582.8064
6180,Female,Software Engineer,Masters,3,3,195119.36,15609.5488
6181,Female,Software Engineer,Masters,3,3,195119.36,15609.5488
6182,Female,Financial Analyst,Masters,2,5,181275.6,14502.048
6183,Female,Driver,High School,4,1,139582.868,9770.80076
6184,Female,Financial Analyst,College,3,3,167241.36,13379.3088
6185,Female,Sales Associate,High School,3,1,145925.12,11674.0096
6186,Female,Software Engineer,PhD,2,4,201537.76,16123.0208
6113,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
6188,Female,Sales Associate,College,5,2,165305.8,13224.464
6138,Female,Data Scientist,Masters,4,1,177427.51,15081.33835
6190,Female,IT,PhD,1,3,169199.61,12689.97075
6191,Female,Driver,High School,4,2,143384.736,10036.93152
6192,Female,Warehouse Associate,College,1,1,135986.526,9519.05682
6193,Female,Driver,High School,4,1,139582.868,9770.80076
6194,Female,Software Engineer,College,1,1,163027.36,13042.1888
6195,Female,Graphic Designer,High School,2,2,140390.432,12635.13888
6196,Female,Software Engineer,PhD,5,4,263154.4,21052.352
6197,Female,Marketing Associate,College,5,3,161857.35,13757.87475
6147,Female,Data Scientist,Masters,2,2,177427.51,15081.33835
6199,Female,Financial Analyst,Masters,2,1,153207.12,12256.5696
6200,Female,Warehouse Associate,High School,5,1,138802.815,9716.19705
6201,Female,Software Engineer,PhD,1,1,165594.72,13247.5776
6202,Female,Software Engineer,College,4,3,191268.32,15301.4656
6203,Female,Software Engineer,PhD,3,3,206672.48,16533.7984
6204,Female,Manager,Masters,1,1,183769.835,13782.73763
6205,Female,Software Engineer,Masters,2,5,198970.4,15917.632
6206,Female,Warehouse Associate,College,1,1,135986.526,9519.05682
6207,Female,Software Engineer,Masters,3,3,195119.36,15609.5488
6208,Female,Driver,High School,3,2,141483.802,9903.86614
6209,Female,Software Engineer,Masters,4,4,222076.64,17766.1312
6210,Female,Warehouse Associate,High School,2,1,135986.526,9519.05682
6211,Female,Marketing Associate,College,5,3,161857.35,13757.87475
6212,Female,Graphic Designer,College,3,1,142829.648,12854.66832
6213,Female,Manager,Masters,2,3,203989.01,15299.17575
6214,Female,Marketing Associate,High School,3,1,132258.735,11241.99248
6215,Female,Manager,Masters,1,2,187813.67,14086.02525
6216,Female,Sales Associate,College,2,1,147065.16,11765.2128
6217,Female,Graphic Designer,High School,5,2,147708.08,13293.7272
6218,Female,Financial Analyst,Masters,3,1,156715.68,12537.2544
6219,Female,Manager,Masters,5,5,280821.875,21061.64063
6220,Female,Sales Associate,High School,4,1,147065.16,11765.2128
6189,Female,Data Scientist,Masters,2,2,177427.51,15081.33835
6222,Female,Warehouse Associate,College,1,3,139741.578,9781.91046
6223,Female,Software Engineer,College,1,1,163027.36,13042.1888
6224,Female,Sales Associate,High School,2,1,144785.08,11582.8064
6225,Female,Sales Associate,College,1,1,144785.08,11582.8064
6221,Female,Data Scientist,Masters,5,1,181533.1375,15430.31669
6227,Female,IT,College,4,2,173856.48,13039.236
6228,Female,Software Engineer,Masters,4,4,222076.64,17766.1312
6229,Female,IT,PhD,2,3,183170.22,13737.7665
6230,Female,IT,Masters,3,2,176184.915,13213.86863
6231,Female,Software Engineer,PhD,4,3,222076.64,17766.1312
6232,Female,IT,PhD,4,2,192483.96,14436.297
6233,Female,Data Scientist,Masters,4,3,210272.53,17873.16505
6234,Female,Software Engineer,PhD,4,4,242615.52,19409.2416
6235,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
6236,Female,IT,PhD,2,5,201797.7,15134.8275
6237,Female,IT,College,1,1,157557.435,11816.80763
6238,Female,Manager,PhD,1,3,195901.34,14692.6005
6239,Female,Financial Analyst,College,1,3,153207.12,12256.5696
6240,Female,Software Engineer,PhD,5,4,263154.4,21052.352
6282,Female,Data Scientist,Masters,5,1,181533.1375,15430.31669
6242,Female,Manager,PhD,1,3,195901.34,14692.6005
6243,Female,IT,Masters,5,4,225082.05,16881.15375
6244,Female,Marketing Associate,High School,3,1,132258.735,11241.99248
6245,Female,Graphic Designer,High School,3,1,139170.824,12525.37416
6246,Female,Software Engineer,Masters,3,4,206672.48,16533.7984
6247,Female,Sales Associate,High School,1,2,144785.08,11582.8064
6248,Female,Sales Associate,College,5,1,153905.4,12312.432
6249,Female,IT,PhD,5,2,201797.7,15134.8275
6250,Female,Manager,PhD,5,4,287561.6,21567.12
6251,Female,IT,PhD,3,5,225082.05,16881.15375
6252,Female,Software Engineer,Masters,5,4,237480.8,18998.464
6253,Female,Financial Analyst,Masters,1,4,160224.24,12817.9392
6254,Female,Sales Associate,High School,1,2,144785.08,11582.8064
6296,Female,Data Scientist,Masters,4,3,210272.53,17873.16505
6256,Female,Manager,Masters,1,3,191857.505,14389.31288
6257,Female,IT,PhD,4,4,229738.92,17230.419
6258,Female,Software Engineer,PhD,5,1,186133.6,14890.688
6259,Female,Software Engineer,Masters,2,5,198970.4,15917.632
6320,Female,Data Scientist,Masters,3,3,197955.6475,16826.23004
6261,Female,Graphic Designer,College,3,3,157464.944,14171.84496
6262,Female,Sales Associate,College,2,2,151625.32,12130.0256
6337,Female,Data Scientist,Masters,5,1,181533.1375,15430.31669
6264,Female,Graphic Designer,High School,2,1,137951.216,12415.60944
6265,Female,Warehouse Associate,College,2,2,141619.104,9913.33728
6355,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
6267,Female,Manager,College,4,3,212076.68,15905.751
6268,Female,Sales Associate,High School,2,1,144785.08,11582.8064
6269,Female,Financial Analyst,College,2,3,160224.24,12817.9392
6270,Female,Software Engineer,College,1,2,165594.72,13247.5776
6271,Female,Manager,PhD,2,3,212076.68,15905.751
6272,Female,Sales Associate,College,5,1,153905.4,12312.432
6273,Female,Manager,College,5,1,193205.45,14490.40875
6274,Female,Manager,Masters,4,3,228252.02,17118.9015
6275,Female,Financial Analyst,Masters,4,3,188292.72,15063.4176
6276,Female,Sales Associate,High School,2,2,147065.16,11765.2128
6277,Female,Warehouse Associate,High School,3,2,139741.578,9781.91046
6278,Female,Financial Analyst,Masters,4,4,202326.96,16186.1568
6279,Female,Warehouse Associate,High School,2,1,135986.526,9519.05682
6369,Female,Data Scientist,Masters,3,1,173321.8825,14732.36001
6281,Female,Software Engineer,PhD,3,3,206672.48,16533.7984
6386,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
6283,Female,IT,Masters,4,4,211111.44,15833.358
6284,Female,Graphic Designer,College,5,3,172100.24,15489.0216
6285,Female,Software Engineer,Masters,1,1,164311.04,13144.8832
6286,Female,Software Engineer,College,5,3,198970.4,15917.632
6287,Female,Software Engineer,Masters,3,3,195119.36,15609.5488
6288,Female,IT,College,2,3,169199.61,12689.97075
6391,Female,Data Scientist,Masters,4,1,177427.51,15081.33835
6290,Female,Manager,Masters,4,2,212076.68,15905.751
6291,Female,Software Engineer,PhD,3,1,175864.16,14069.1328
6292,Female,Marketing Associate,College,3,3,148702.41,12639.70485
6293,Female,IT,PhD,1,4,173856.48,13039.236
6294,Female,Driver,High School,4,2,143384.736,10036.93152
6295,Female,Marketing Associate,High School,3,2,135547.47,11521.53495
6434,Female,Data Scientist,Masters,4,1,177427.51,15081.33835
6297,Female,Software Engineer,PhD,1,1,165594.72,13247.5776
6446,Female,Data Scientist,Masters,3,3,197955.6475,16826.23004
6299,Female,Sales Associate,High School,4,2,151625.32,12130.0256
6300,Female,Sales Associate,High School,1,2,144785.08,11582.8064
6301,Female,IT,PhD,4,3,211111.44,15833.358
6302,Female,Financial Analyst,College,5,3,181275.6,14502.048
6476,Female,Data Scientist,Masters,5,3,222589.4125,18920.10006
6304,Female,IT,College,3,3,176184.915,13213.86863
6487,Female,Data Scientist,Masters,3,1,173321.8825,14732.36001
6306,Female,Marketing Associate,High School,4,1,133354.98,11335.1733
6307,Female,Manager,PhD,4,5,287561.6,21567.12
6308,Female,Marketing Associate,High School,4,1,133354.98,11335.1733
6309,Female,Driver,High School,1,2,137681.934,9637.73538
6310,Female,Software Engineer,Masters,3,3,195119.36,15609.5488
6311,Female,Warehouse Associate,High School,5,2,143496.63,10044.7641
6312,Female,Financial Analyst,College,3,3,167241.36,13379.3088
6313,Female,IT,Masters,4,1,169199.61,12689.97075
6314,Female,Software Engineer,PhD,5,1,186133.6,14890.688
6315,Female,Manager,College,5,3,220164.35,16512.32625
6316,Female,Warehouse Associate,High School,5,2,143496.63,10044.7641
6317,Female,Driver,High School,3,2,141483.802,9903.86614
6318,Female,Warehouse Associate,High School,1,2,135986.526,9519.05682
6319,Female,Warehouse Associate,High School,2,2,137864.052,9650.48364
6516,Female,Data Scientist,Masters,2,3,185638.765,15779.29503
6321,Female,Warehouse Associate,High School,4,2,141619.104,9913.33728
6322,Female,Software Engineer,Masters,3,2,183566.24,14685.2992
6323,Female,IT,College,2,1,159885.87,11991.44025
6544,Female,Data Scientist,Masters,4,3,210272.53,17873.16505
6325,Female,Manager,College,3,3,203989.01,15299.17575
6326,Female,Manager,PhD,4,2,222860.24,16714.518
6327,Female,Marketing Associate,High School,3,2,135547.47,11521.53495
6328,Female,Marketing Associate,High School,3,1,132258.735,11241.99248
6329,Female,Sales Associate,High School,4,2,151625.32,12130.0256
6330,Female,Software Engineer,College,4,3,191268.32,15301.4656
6331,Female,Software Engineer,PhD,2,3,191268.32,15301.4656
6332,Female,Warehouse Associate,College,5,3,162271.89,11359.0323
6333,Female,Sales Associate,College,1,1,144785.08,11582.8064
6334,Female,Sales Associate,College,1,3,149345.24,11947.6192
6335,Female,Software Engineer,PhD,1,3,175864.16,14069.1328
6336,Female,Warehouse Associate,College,5,3,162271.89,11359.0323
6558,Female,Data Scientist,Masters,4,2,193850.02,16477.2517
6338,Female,Sales Associate,College,2,3,156185.48,12494.8384
6339,Female,Sales Associate,College,5,3,176706.2,14136.496
6340,Female,Software Engineer,Masters,4,4,222076.64,17766.1312
6341,Female,Warehouse Associate,High School,2,2,137864.052,9650.48364
6342,Female,Warehouse Associate,College,4,3,156639.312,10964.75184
6343,Female,IT,PhD,5,3,225082.05,16881.15375
6344,Female,Software Engineer,PhD,2,4,201537.76,16123.0208
6345,Female,Manager,Masters,3,4,228252.02,17118.9015
6346,Female,Marketing Associate,High School,4,2,137739.96,11707.8966
6347,Female,Marketing Associate,High School,2,2,133354.98,11335.1733
6348,Female,Financial Analyst,Masters,4,5,216361.2,17308.896
6349,Female,Manager,Masters,2,4,212076.68,15905.751
6350,Female,Manager,Masters,5,3,240383.525,18028.76438
6351,Female,Marketing Associate,College,5,1,139932.45,11894.25825
6352,Female,Manager,PhD,2,2,201293.12,15096.984
6353,Female,Manager,Masters,1,2,187813.67,14086.02525
6354,Female,Driver,High School,3,2,141483.802,9903.86614
6567,Female,Data Scientist,Masters,3,2,185638.765,15779.29503
6356,Female,Software Engineer,Masters,2,1,168162.08,13452.9664
6357,Female,Sales Associate,College,5,3,176706.2,14136.496
6358,Female,IT,College,4,1,164542.74,12340.7055
